"caution","[ˈkɔːʃn]#;#n,idiom_n,v","sự thận trọng, sự cẩn thận",""
"reliable","[rɪˈlaɪəbl]#.__gb_2_0;.__us_3_0#adj","chắc chắn, đáng tin cậy; xác thực (tin tức...)",""
"reliability","[rɪˌlaɪəˈbɪləti]#.__gb_1_0;.__us_1_0#n","sự đáng tin cậy; tính đáng tin cậy",""
"feedback","[ˈfiːdbæk]#.__gb_2_0;.__us_2_0#n","thông tin phản hồi; ý kiến phản hồi",""
"assign","[əˈsaɪn]#.__gb_2_0;.__us_1_0#v","cho ai cái gì như là một phần của công việc phải làm hoặc của những vật được sử dụng; p ...",""
"innovative","[ˈɪnəveɪtɪv]#.__gb_2_0;.__us_1_0#other","@innovatory",""
"innovatory","[ˈɪnəvətri][ˈɪnəvətɔri]#.;.#adj","có tính chất đổi mới; có tính chất sáng kiến",""
"term","[tɜːm][tɜːrm]#.__gb_3_0;.__us_1_0#n,v","(ngôn ngữ học) từ, thuật ngữ",""
"enhancement","[ɪnˈhɑːnsmənt][ɪnˈhænsmənt]#.__gb_1_0;.__us_1_0#n","sự làm tăng, sự nâng cao, sự đề cao, sự làm nổi bật",""
"observant","[əbˈzɜːvənt]","hay quan sát, tinh mắt, tinh ý",""
"straightforward","[ˌstreɪtˈfɔːwəd]","trung thực, thẳng thắn, cởi mở, minh bạch; không thoái thác (về người, cung cách của ng ...",""
"parasite","[ˈpærəsaɪt]","kẻ ăn bám",""
"paradise","[ˈpærədaɪs]","( Paradise ) thiên đường, nơi cực lạc (trong (kinh thánh))",""
"collaborate","[kəˈlæbəreɪt]","cộng tác",""
"co operation","","sự hợp tác, sự cộng tác, sự chung sức",""
"inspiration","[ˌɪnspəˈreɪʃn]","nguồn cảm hứng; ( inspiration to do something ) sự kích thích trí tuệ, cảm xúc... để là ...",""
"frustrated","[frʌˈstreɪtɪd]","nản lòng, nản chí",""
"frustrate","[frʌˈstreɪt]","làm thất bại, làm hỏng",""
"embark","[ɪmˈbɑːk]","cho lên tàu (lính, hàng...)",""
"persuade","[pəˈsweɪd]","thuyết phục",""
"demonstrability","[dɪˌmɒn.strəˈbɪl.ə.ti]","tính có thể chứng minh được, tính có thể giải thích được",""
"demonstrate","[ˈdemənstreɪt]","( to demonstrate something to somebody ) chứng minh, giải thích",""
"elegant","[ˈelɪɡənt]","thanh lịch, tao nhã",""
"fabulous","[ˈfæbjələs]","thần thoại, (thuộc) truyện cổ tích; bịa đặt, hoang đường",""
"certain","['sə:tn]","chắc, chắc chắn",""
"concern","[kənˈsɜːn]","mối quan tâm",""
"paramount","[ˈpærəmaʊnt]","tối cao (có tầm quan trọng, ý nghĩa lớn nhất)",""
"abuse","[əˈbjuːs]","sự sử dụng hoặc đối xử sai/tồi tệ; sự lạm dụng",""
"concept","[ˈkɒnsept]","khái niệm; tư tưởng làm cơ sở cho cái gì; ý niệm chung",""
"distribute","[dɪˈstrɪbjuːt]","phân bổ, phân phối, phân phát",""
"along","[əˈlɒŋ]","từ một đầu đến (hay hướng tới) đầu kia của (cái gì); dọc theo",""
"may","[meɪ]","(chỉ khả năng) có thể",""
"come across","","(tình cờ) gặp",""
"prepare","[prɪˈpeə(r)]","( to prepare somebody  / something for somebody  / something ) chuẩn bị",""
"spoon","[spuːn]","cái thìa",""
"formal","[ˈfɔːml]","chính thức","Chính thức"
"colleague","[ˈkɒliːɡ]","bạn đồng nghiệp, bạn đồng sự",""
"insight","[ˈɪnsaɪt]","sự nhìn thấu được bên trong sự vật, sự hiểu thấu được bên trong sự vật; sự hiểu biết sâ ...",""
"enhance","[ɪnˈhɑːns]","làm tăng, nâng cao, đề cao, làm nổi bật (đức tính, quyền hạn...)",""
"engaging","[ɪnˈɡeɪdʒɪŋ]","lôi kéo, hấp dẫn; duyên dáng (nụ cười, giọng nói, cái nhìn...)",""
"entire","[ɪnˈtaɪə(r)]","toàn bộ, toàn thể, toàn vẹn, hoàn toàn",""
"incredibly","[ɪnˈkredəbli]","khó tin nổi, đáng kinh ngạc, đến nỗi không ngờ",""
"crucial","[ˈkruːʃl]","quyết định; cốt yếu, chủ yếu",""
"versatile","[ˈvɜːsətaɪl]","nhiều tác dụng; đa năng (dụng cụ, máy..)",""
"attribute","[əˈtrɪbjuːt]","thuộc tính",""
"deprecate","[ˈdeprəkeɪt]","phản đối, phản kháng, không tán thành","Không dùng nữa
"
"piece","[piːs]","(thương nghiệp) đơn vị, cái, chiếc, tấm (vải); thùng (rượu...)","Từ này linh hoạt đôi khi là đơn vị đôi khi là sự vật

mảnh, mẩu, miếng, viên, cục, khúc...
bức (tranh); bài (thơ); bản (nhạc); vở (kịch)-> tác phẩm
"
"convey","[kənˈveɪ]","truyền (âm thanh, hương vị, lệnh, tin); truyền đạt, chuyển",""
"dense","[dens]","dày đặc; (nói về người và vật) không dễ nhìn qua được",""
"flirt","[flɜːt]","tán tỉnh, ve vãn; vờ tán tỉnh, vờ ve vãn",""
"composition","[ˌkɒmpəˈzɪʃn]","thành phần cấu tạo; kết cấu",""
"integrity","[ɪnˈteɡrəti]","tính toàn bộ, tính toàn vẹn, tính nguyên; tình trạng không bị sứt mẻ, tình trạng toàn v ...",""
"inventory","[ˈɪnvəntri]","sự kiểm kê; bản kiểm kê; (từ Mỹ,nghĩa Mỹ) hàng hoá tồn kho (của một nhà buôn)",""
"invent","[ɪnˈvent]","phát minh, sáng chế",""
"guideline","[ˈɡaɪdlaɪn]","nguyên tắc chỉ đạo, đường lối chỉ đạo (để vạch ra chính sách...)",""
"ability","[əˈbɪləti]","khả năng hoặc năng lực làm cái gì về thể chất hoặc tinh thần",""
"guide","[ɡaɪd]","người chỉ dẫn; người chỉ đường, người hướng dẫn (cho khách du lịch)",""
"typical","[ˈtɪpɪkl]","tiêu biểu, điển hình (như) typic",""
"fundament","[ˈfʌn.də.mənt]","(từ Mỹ,nghĩa Mỹ) nền tảng, cơ sở",""
"burnout","","(null)",""
"assertion","[əˈsɜːʃn]","sự xác nhận, sự khẳng định, sự quả quyết, sự quyết đoán",""
"coefficient","[ˌkəʊɪˈfɪʃnt]","(toán học),  (vật lý) hệ số",""
"crawl","[krɔːl]","bò, trườn","Thu thập thông tin
"
"benchmark","[ˈbentʃmɑːk]","dấu làm chuẩn",""
"vulnerable","[ˈvʌlnərəbl]","có thể bị tổn thương, có thể bị làm hại, có thể bị xúc phạm",""
"resistance","[rɪˈzɪstəns]","( resistance to somebody  / something ) sự chống cự; sự kháng cự",""
"cipher","[ˈsaɪfə(r)]","mật mã",""
"refer","[rɪˈfɜː(r)]","quy, quy cho, quy vào",""
"express","[ɪkˈspres]","biểu lộ, bày tỏ (tình cảm...); phát biểu ý kiên",""
"indentation","[ˌɪndenˈteɪʃn]","sự làm lõm vào, sự khía răng cưa; sự làm mẻ",""
"occurrence","[əˈkʌrəns]","sự kiện, sự cố, chuyện xảy ra",""
"preserve","[prɪˈzɜːv]","bảo quản, giữ gìn (cái gì cho hoàn hảo); lưu giữ, bảo tồn, duy trì lâu dài; bảo toàn (c ...",""
"extensive","[ɪkˈstensɪv]","rộng về diện tích; kéo dài ra xa",""
"imperative","[ɪmˈperətɪv]","cấp bách, khẩn thiết",""
"overuse","[ˌəʊvəˈjuːs]","dùng quá nhiều, lạm dụng; dùng quá lâu",""
"centralize","[ˈsentrəlaɪz]","tập trung; (làm cho cái gì) chịu sự kiểm soát của một quyền lực trung ương",""
"recap","[ˈriːkæp]",",  (như) recapitulate",""
"prototype","[ˈprəʊtətaɪp]","người đầu tiên; vật đầu tiên; mẫu đầu tiên, nguyên mẫu",""
"reuse","[ˌriːˈjuːz]","dùng lại",""
"initial","[ɪˈnɪʃl]","ban đầu, lúc đầu",""
"various","[ˈveəriəs]","khác nhau, không giống nhau, thuộc về nhiều loại",""
"represent","[ˌreprɪˈzent]","đại diện cho, là hình tượng của, tượng trưng cho; biểu trưng",""
"panic","[ˈpænɪk]","(làm cho một người hoặc một con vật) hoảng sợ; (làm cho một người hoặc một con vật) hoa ...",""
"worth","[wɜːθ]","giá trị, tính hữu ích",""
"prove","[pruːv]","chứng minh; ( to prove something to somebody ) chứng tỏ",""
"empathy","[ˈempəθi]","(tâm lý học) sự thấu cảm",""
"article","[ˈɑːtɪkl]","bài báo",""
"trait","[treɪt]","nét tiêu biểu; đặc điểm",""
"impact","[ˈɪmpækt]","tác động, ảnh hưởng","Impact on smt
"
"specification","[ˌspesɪfɪˈkeɪʃn]","sự chỉ rõ, sự ghi rõ, sự định rõ",""
"specific","[spəˈsɪfɪk]","cụ thể; rành mạch, rõ ràng",""
"explore","[ɪkˈsplɔː(r)]","thăm dò, thám hiểm",""
"ignore","[ɪɡˈnɔː(r)]","không để ý đến ai/cái gì; lờ đi",""
"immediately","[ɪˈmiːdiətli]","ngay lập tức, tức thì",""
"immediate","[ɪˈmiːdiət]","trực tiếp","lập tức, tức thì, ngay, trước mắt"
"subcribe","","quyên vào, góp vàoto subcribe a sum to a charity: góp một số tiền vào việc thiện",""
"distinguish","[dɪˈstɪŋɡwɪʃ]","( to distinguish between A and B  / A from B ) phân biệt",""
"distinct","[dɪˈstɪŋkt]","dễ nhận, dễ thấy, rõ ràng",""
"thumb","[θʌm]","ngón tay cái",""
"appearance","[əˈpɪərəns]","sự xuất hiện; sự hiện ra; sự ló ra",""
"alternate","[ɔːlˈtɜːnət]","(từ Mỹ,nghĩa Mỹ) người thay phiên, người thay thế, người dự khuyết",""
"arrange","[əˈreɪndʒ]","sắp xếp, sắp đặt, sửa soạn",""
"strawberry","[ˈstrɔːbəri]","quả dâu tây",""
"eavesdrop","[ˈiːvzdrɒp]","nghe lén một cuộc nói chuyện kín; nghe trộm",""
"expert","[ˈekspɜːt]","chuyên gia; nhà chuyên môn; chuyên viên",""
"perhaps","[pəˈhæps]","có thể, có lẽ",""
"entryway","[ˈentriweɪ]","lối đi vào",""
"in addition (to smt)","","ngoài ra, thêm vào",""
"hang","[hæŋ]","treo, mắc",""
"reap","[riːp]","thu về, thu hoạch, hưởng",""
"weapon","[ˈwepən]","vũ khí (vật làm ra hoặc dùng để gây tác hại về thân thể; súng, dao, gươm..)",""
"cause","[kɔːz]","gây ra; ( to cause something for somebody ) là nguyên nhân của cái gì",""
"cable","[ˈkeɪbl]","dây cáp",""
"accord","[əˈkɔːd]","sự phù hợp, sự hoà hợp",""
"deter","[dɪˈtɜː(r)]","ngăn cản, ngăn chặn, cản trở; làm nản lòng, làm nhụt chí, làm thoái chí",""
"charge","[tʃɑːdʒ]","sự gánh vác (một khoản phí tổn, mọi sự chi phí)",""
"confusion","[kənˈfjuːʒn]","sự bối rối, sự ngượng ngập, sự xấu hổ",""
"confuse","[kənˈfjuːz]","làm lộn xộn, làm rối ren, làm đảo lộn, xáo trộn",""
"prefix","[ˈpriːfɪks]","(ngôn ngữ học) tiền tố, tiếp đầu ngữ",""
"correspond","[ˌkɒrəˈspɒnd]","tương ứng; ( to correspond with something ) phù hợp; không trái ngược với cái gì hoặc v ...",""
"associate","[əˈsəʊsieɪt]","vật phụ thuộc vào vật khác; vật liên kết với vật khác",""
"mechanism","[ˈmekənɪzəm]","máy móc, cơ cấu, cơ chế (nghĩa đen) & (nghĩa bóng)",""
"sanitize","[ˈsænɪtaɪz]","làm cho (một nơi) có vệ sinh; cải thiện điều kiện vệ sinh; làm vệ sinh",""
"vulnerability","[ˌvʌlnərəˈbɪləti]","tính chất có thể bị tổn thương, tính chất có thể bị làm hại, tính chất có thể bị xúc ph ...",""
"fundamental","[ˌfʌndəˈmentl]","cơ bản, cơ sở, chủ yếu",""
"consequence","[ˈkɒnsɪkwəns]","hậu quả, kết quả",""
"traffic","[ˈtræfɪk]","sự đi lại, sự giao thông (của xe cộ)",""
"specify","[ˈspesɪfaɪ]","chỉ rõ, ghi rõ, định rõ",""
"introduce","[ˌɪntrəˈdjuːs]","giới thiệu",""
"ensue","[ɪnˈsjuː]","xảy ra sau đó",""
"aspect","[ˈæspekt]","khía cạnh; bộ phận hoặc nét riêng biệt của cái gì đang được xem xét; mặt",""
"vital","[ˈvaɪtl]","( vital to  / for something ) sống còn, quan trọng (cần thiết cho sự tồn tại, sự thành  ...",""
"drawback","[ˈdrɔːbæk]","điều trở ngại, mặt hạn chế, mặt không thuận lợi",""
"consistency","[kənˈsɪstənsi]","(như) consistence","Tính nhất quán"
"maintenance","[ˈmeɪntənəns]","sự giữ gìn; sự duy trì",""
"behalf","[bɪˈhɑːf]","vơi tư cách là đại diện hoặc người phát ngôn của ai; vì lợi ích của ai; nhân danh",""
"consist","[kənˈsɪst]","( + of ) gồm có",""
"indicate","[ˈɪndɪkeɪt]","chỉ, cho biết, ra dấu",""
"convention","[kənˈvenʃn]","hội nghị, sự triệu tập",""
"implicit","[ɪmˈplɪsɪt]","ngấm, ngấm ngầm; ẩn tàng",""
"explicit","[ɪkˈsplɪsɪt]","rõ ràng, dứt khoát",""
"assembly","[əˈsembli]","(kỹ thuật) hành động hoặc quá trình lắp ráp các bộ phận của cái gì",""
"flex","[fleks]","làm cong, uốn cong",""
"flexible","[ˈfleksəbl]","linh động, linh hoạt",""
"process","[ˈprəʊ.ses]","quá trình; quy trình",""
"leverage","[ˈliːvərɪdʒ]","tác dụng của đòn bẩy; lực của đòn bẩy","(v) tận dụng"
"release","[rɪˈliːs]","tha, thả, phóng thích",""
"perform","[pəˈfɔːm]","thực hiện; thi hành; cử hành (nghi lễ...)",""
"proper","[ˈprɒpə(r)]","thích hợp; đúng; thích đáng",""
"certificate","[səˈtɪfɪkət]","giấy chứng nhận; chứng chỉ; văn bằng",""
"bridge","[brɪdʒ]","cái cầu",""
"remote","[rɪˈməʊt]","ở xa cộng đồng nhà cửa, biệt lập; xa xôi; hẻo lánh",""
"manual","[ˈmænjuəl]","(thuộc) tay; làm bằng tay hoặc điều khiển bằng tay; thủ công",""
"assignee","[əˌsaɪˈniː]","người được uỷ nhiệm, người được uỷ quyền, người thụ quyền, người thụ nhượng",""
"consent","[kənˈsent]","sự ưng thuận; sự đồng ý; sự cho phép",""
"maintain","[meɪnˈteɪn]","duy trì; giữ cho cái gì khỏi gián đoạn; giữ cho cái gì khỏi thay đổi",""
"scope","[skəʊp]","phạm vi, tầm (kiến thức)",""
"force","[fɔːs]","lực; sức; sức mạnh",""
"dispatch","[dɪˈspætʃ]","sự gửi đi (thư, thông điệp...); sự phái đi",""
"fetch","[fetʃ]","tìm về, đem về",""
"mutation","[mjuːˈteɪʃn]","sự thay đổi, sự biến đổi",""
"mutate","[mjuːˈteɪt]","làm cho... thay đổi/biến đổi",""
"commit","[kəˈmɪt]","( to commit somebody  / oneself to something  / doing something ) làm cho ai/bản thân k ...",""
"reusable","[ˌriːˈjuːzəbl]","có thể dùng lại được",""
"estimate","[ˈestɪmeɪt]","đánh giá; ước lượng",""
"appropriate","[əˈprəʊpriət]","( appropriate to  / for something ) thích hợp; thích đáng",""
"unreachable","[ˌʌn.ˈriː.tʃ.ə.bəl]","không thể đến, không thể tới",""
"expect","[ɪkˈspekt]","mong chờ; trông mong; trông đợi",""
"instance","[ˈɪnstəns]","thí dụ, ví dụ",""
"render","[ˈrendə(r)]","biểu hiện, diễn tả",""
"inside","[ˌɪnˈsaɪd]","mặt trong, phía trong, phần trong, bên trong",""
"focus","[ˈfəʊkəs]","tập trung",""
"compose","[kəmˈpəʊz]","sáng tác; soạn (bản nhạc, bài văn, bài thơ....)",""
"define","[dɪˈfaɪn]","định rõ, vạch rõ (hình dạng, ranh giới...)",""
"discuss","[dɪˈskʌs]","( to discuss something with somebody ) thảo luận; bàn cãi; tranh luận",""
"agent","[ˈeɪdʒənt]","đại lý; người hoạt động cho một doanh nghiệp hoặc quản lý công việc của người khác tron ...",""
"annotate","[ˈænəteɪt]","chú giải, chú thích",""
"advice","[ədˈvaɪs]","lời khuyên, lời chỉ bảo",""
"domain","[dəˈmeɪn]","lĩnh vực; phạm vi",""
"intent","[ɪnˈtent]","ý định, mục đích",""
"intend","[ɪnˈtend]","định; có ý định; có ý muốn; dự định",""
"sample","[ˈsɑːmpl]","mẫu; vật mẫu, hàng mẫu",""
"pattern","[ˈpætn]","( + after ,  upon ) lấy làm kiểu mẫu",""
"streamer","[ˈstriːmə(r)]","cờ đuôi nheo, cờ dải (dài, hẹp)",""
"stream","[striːm]","dòng suối",""
"complacence","","cảm giác thoả mãn với chính mình hoặc với công việc của mình; tính tự mãn",""
"credit","[ˈkredɪt]","sự cho phép hoãn việc trả tiền hàng hoá và dịch vụ; sự cho nợ; sự cho chịu, tín dụng",""
"approach","[əˈprəʊtʃ]","đến gần, lại gần, tới gần",""
"sequence","[ˈsiːkwəns]","(toán học) dãy",""
"platform","[ˈplætfɔːm]","nền, bục, bệ",""
"malicious","[məˈlɪʃəs]","hiểm độc, có ác tâm",""
"deduce","[dɪˈdjuːs]","suy ra, luận ra, suy luận, suy diễn",""
"exhibition","[ˌeksɪˈbɪʃn]","sự phô bày, sự trưng bày, cuộc triển lãm",""
"wage","[weɪdʒ]","tiền lương, tiền công",""
"aware of","","nhận ra, có ý thức về",""
"standard","[ˈstændəd]","chuẩn; tiêu chuẩn",""
"coverage","[ˈkʌvərɪdʒ]","việc đưa tin về những sự kiện; tin tức được đưa ra",""
"suppose","[səˈpəʊz]","cho là; tin rằng; nghĩ rằng",""
"competitive","[kəmˈpetətɪv]","cạnh tranh, đua tranh",""
"compete","[kəmˈpiːt]","( to compete against  / with somebody in  / for something ) đua tranh, ganh đua, cạnh t ...",""
"brave","[breɪv]","bất chấp, không sợ, xem khinh; đương đầu với",""
"development","[dɪˈveləpmənt]","sự phát triển, sự mở mang, sự mở rộng, sự khuếch trương, sự phát đạt",""
"individual","[ˌɪndɪˈvɪdʒuəl]","(nhất là với each ) một mình, riêng lẻ, cá thể",""
"establish","[ɪˈstæblɪʃ]","lập, thành lập, thiết lập, kiến lập",""
"censor","[ˈsensə(r)]","kiểm duyệt",""
"defect","[ˈdiːfekt]","nhược điểm; khuyết điểm",""
"weakness","[ˈwiːknəs]","tình trạng yếu đuối, tình trạng yếu ớt, tình trạng yếu kém",""
"interact","[ˌɪntərˈækt]","ảnh hưởng lẫn nhau, tác động với nhau, tương tác",""
"amount","[əˈmaʊnt]","lượng, số lượng",""
"hire","[ˈhaɪə(r)]","sự thuê; sự cho thuê",""
"recommend","[ˌrekəˈmend]","đề nghị; khuyên bảo; dặn",""
"attitude","[ˈætɪtjuːd]","thái độ, quan điểm",""
"achieve","[əˈtʃiːv]","đạt được, giành được (do nỗ lực, khéo léo, dũng cảm...)",""
"debate","[dɪˈbeɪt]","tranh luận, tranh cãi, bàn cãi (một vấn đề...)",""
"situation","[ˌsɪtʃuˈeɪʃn]","vị trí, địa thế",""
"regret","[rɪˈɡret]","hối tiếc; thương tiếc",""
"consider","[kənˈsɪdə(r)]","( to consider somebody  / something for  / as something ) nghĩ về ai/cái gì (nhất là để ...",""
"conversation","[ˌkɒnvəˈseɪʃn]","( conversation with somebody about something ) cuộc nói chuyện, cuộc chuyện trò, cuộc đ ...",""
"comfort","[ˈkʌmfət]","sự an ủi; người an ủi; nguồn an ủi",""
"reveal","[rɪˈviːl]","bộc lộ, biểu lộ; tiết lộ, để lộ ra (điều bí mật)",""
"provide","[prəˈvaɪd]","( to provide somebody with something ; to provide something for somebody ) cung cấp; cu ...",""
"censorship","[ˈsensəʃɪp]","cơ quan kiểm duyệt",""
"department","[dɪˈpɑːtmənt]","(viết tắt) là Dept  một trong những bộ phận của một chính phủ, doanh nghiệp, cửa hàng,  ...",""
"option","[ˈɒpʃn]","sự chọn lựa, quyền lựa chọn",""
"trumpet","[ˈtrʌmpɪt]","(âm nhạc) kèn trôm-pét",""
"illness","[ˈɪlnəs]","căn bệnh; chứng bệnh; thời kỳ đau ốm",""
"serious","[ˈsɪəriəs]","đứng đắn, nghiêm trang, nghiêm nghị",""
"experience","[ɪkˈspɪəriəns]","kinh nghiệm",""
"fitness","[ˈfɪtnəs]","sự thích hợp, sự phù hợp, sự vừa vặn; sự xứng dáng",""
"weight","[weɪt]","(viết tắt) wt  trọng lượng, sức nặng",""
"facility","[fəˈsɪləti]","khả năng học hoặc làm việc gì một cách dễ dàng",""
"outdoor","[ˈaʊtdɔː(r)]","ngoài trời; thuộc, dùng ở, làm hoặc tồn tại ngoài trời (bên ngoài một toà nhà); ở ngoài",""
"indoor","[ˈɪndɔː(r)]","trong nhà",""
"physical activities","","hoạt động thể chất",""
"regard","[rɪˈɡɑːd]","( to regard somebody  / something with  / as something ) coi như, xem như, đánh giá",""
"aim","[eɪm]","mục đích, mục tiêu, ý định",""
"issue","[ˈɪʃuː]","vấn đề (đang tranh cãi, đang kiện cáo...); vấn đề chín muồi (có thể quyết định)",""
"aware","[əˈweə(r)]","có kiến thức hoặc nhận thức về ai/cái gì",""
"recent","[ˈriːsnt]","gần đây; (đã tồn tại, xảy ra, bắt đầu, đã thực hiện...) cách đây hoặc trước đây không l ...",""
"convenience","[kənˈviːniəns]","( conveniences ) tiện nghi",""
"joyful","[ˈdʒɔɪfl]","vui mừng, hân hoan, vui sướng",""
"pleasant","[ˈpleznt]","làm thích ý, vừa ý, dễ chịu; dịu dàng, thân mật",""
"patient","[ˈpeɪʃnt]","bệnh nhân; người bệnh",""
"patience","[ˈpeɪʃns]","tính kiên nhẫn, tính nhẫn nại; sự bền chí, sự nhẫn nại, kiên trì",""
"mental","[ˈmentl]","(thuộc) tâm thần, (thuộc) tinh thần",""
"inclinable","","có khuynh hướng, thiên về",""
"reduce","[rɪˈdjuːs]","giảm, giảm bớt, hạ",""
"knowledge","[ˈnɒlɪdʒ]","kiến thức; sự giỏi về một lĩnh vực nào đó",""
"expand","[ɪkˈspænd]","mở rộng, trải ra",""
"humble","[ˈhʌmbl]","khiêm tốn, nhún nhường",""
